scope	path	bytes	sha256	status
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/post_audit_native_anchor_template_v3r28_analyze.obj	39191	b8e90c4d5025747110b6195597a96e6e470d71c98834610f419ea2e7734808a9	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/PROXY_SPEC.json	4410	dcc18f0d882b687a61c17ec5e2bfef4f84ba8574f575e68381714e183dc878b5	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/STAGE2_NATIVE_BUILD_PLAN.json	1256	50b58e3d0b74751ccfbaa644bebd15b493a93fec65c2c1c858499284833a59c6	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/STAGE2_PROTOCOL.md	4744	13ba5bdd4ff1e4e29cfbef5d59a7e9f691ba26f0385e10a71a3fa13c07c9fe59	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/STATIC_SEAL_MANIFEST.json	3948	2c4b031fc223282cebf42ff4e1d0403f4ab2914766d03f6847d91bdf73a8e1f6	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/STATIC_TEST_RESULTS.txt	5121	e7c8dd4e31bf3bae691e7dbf81a7b96ab6274e1bc1113079231edb5bbf0923df	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/test_v3r28_static.py	19129	90fc02c71872987e716f6f13740ef9c3267a444e2823e130951ea27c79065a5e	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/UPSTREAM_CLOSURE.tsv	4131	242f0751bcb9bf0fd61b5e9b7abc98c516becac143c000750444bd27e6c6507e	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/AUDIT_ARTIFACT_MANIFEST.tsv	783	a43722af6236db7daa64213169cec65a6949db0c4e5e33076d0717655e3e22bd	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/AUDIT_DECISION.json	7542	39682b935ac1f194d23789a5d065c80bb339d8a7542cc873fc78ef5032e0f2da	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/CHECKPOINT.md	3812	bad6e4a59f7a0ef7e94b3ed01e56fcdcfd58af757ce21cd87c21d809689e88e1	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/HOSTILE_STATIC_PROBES.txt	4497	203226719a679f02cab6e0345fb2a73f900e51d23e722571baa249a9514fabc0	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/INDEPENDENT_AUDIT.tsv	3172	73e67c47e3961d3c56694d38e5e11dc9b372dac8b21ed03de1921f2436fd1a2a	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/INDEPENDENT_HOSTILE_PROBES.py	5355	b6dc9d46ee26e3875806cc7b84022c574411910a47145f32499865d0705c1185	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/INDEPENDENT_STATIC_RESULTS.txt	4334	9354a08d4307540331d31846b2e1dcf5648d12e227c98bbb41a7af5a54130aef	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/MATERIALIZED_ANALYZER.xml	14184	a18ffe5786718d54b2b6a200d511ef1437e2d494fb08187465777be720912e6a	REJECTION_PRESERVED
v3r28_rejection	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_fresh_static_audit/attempt_01/NATIVE_BUILD_AND_PE_INSPECTION.txt	2471	780c78ed07154b5fb971d6a3ba585e61ff270ee9dc3da3ef4e58f98cfcbe4808	REJECTION_PRESERVED
